package, pkg-ver, install-time, date, config
gcc@8, 8.3.0_2, 23.70, 1580774594, Default
gcc@8, 8.3.0_2, 30.21, 1580775408, Default
gcc@8, 8.3.0_2, 21.13, 1580775920, Default
gcc@8, 8.3.0_2, 15.19, 1580777079, Default
gcc@8, 8.3.0_2, 14.36, 1580777746, Default
gcc@8, 8.3.0_2, 16.50, 1580780508, Default
gcc@8, 8.3.0_2, 15.28, 1580781529, Default
gcc@8, 8.3.0_2, 16.57, 1580782024, Default
gcc@8, 8.3.0_2, 14.80, 1580782962, Default
gcc@8, 8.3.0_2, 96.83, 1580787916, Default
gcc@8, 8.3.0_2, 26.84, 1580788346, Default
gcc@8, 8.3.0_2, 21.01, 1580790125, Default
gcc@8, 8.3.0_2, 21.38, 1580791493, Default
gcc@8, 8.3.0_2, 20.96, 1580795110, Default
gcc@8, 8.3.0_2, 21.67, 1580798678, Default
gcc@8, 8.3.0_2, 21.46, 1580802234, Default
gcc@8, 8.3.0_2, 21.18, 1580805872, Default
gcc@8, 8.3.0_2, 20.67, 1580809428, Default
gcc@8, 8.3.0_2, 22.11, 1580813078, Default
gcc@8, 8.3.0_2, 21.34, 1580816710, Default
gcc@8, 8.3.0_2, 20.76, 1580820230, Default
gcc@8, 8.3.0_2, 21.53, 1580823811, Default
gcc@8, 8.3.0_2, 21.47, 1580827482, Default
gcc@8, 8.3.0_2, 23.41, 1580831035, Default
gcc@8, 8.3.0_2, 22.26, 1580834129, Default
gcc@8, 8.3.0_2, 21.59, 1580834640, Default
gcc@8, 8.3.0_2, 25.52, 1580834767, Default
gcc@8, 8.3.0_2, 22.85, 1580835665, Default
gcc@8, 8.3.0_2, 21.18, 1580836965, Default
gcc@8, 8.3.0_2, 21.37, 1580838144, Default
gcc@8, 8.3.0_2, 21.68, 1580839047, Default
gcc@8, 8.3.0_2, 22.01, 1580851002, Default
